best_train_acc,best_train_auc,best_train_loss,best_dev_acc,best_dev_auc,best_dev_loss,size_alphabet,num_states,num_accept_states,epochs,lstm_out_dim
0.968,0.9937367929486429,0.11252685636281967,0.7292,0.7998481569181743,0.8301735520362854,5,15,2,200,60
0.9894,0.9982434567644435,0.06768078356981277,0.7134,0.7926067738438585,0.9071198105812073,5,15,2,200,60
0.9878,0.9987465357329317,0.04723713919520378,0.7026,0.7610520139669904,1.240613341331482,5,15,2,200,60
0.9958,0.9985676057446817,0.03193739429116249,0.7606,0.8346037458581852,1.1308646202087402,5,16,2,200,60
0.9698,0.9947788743005908,0.10651873797178268,0.7088,0.7895287512378288,0.875342845916748,5,16,2,200,60
0.983,0.997194715960391,0.08589157462120056,0.6676,0.7297320108140957,1.1712955236434937,5,16,2,200,60
0.9608,0.9925160505778207,0.15285632014274597,0.7146,0.7907513470484938,0.6991497278213501,5,17,2,200,60
0.9888,0.9985601579266274,0.06812271475791931,0.699,0.7714417508761213,1.0820930004119873,5,17,2,200,60
0.9542,0.9907503411339729,0.1714482307434082,0.6402,0.7067007864642136,0.867323637008667,5,17,2,200,60
0.9932,0.9990907163628654,0.0367821529507637,0.7368,0.8194876779507118,0.9834505319595337,5,18,2,200,60
0.9202,0.9755174427060576,0.23929525911808014,0.6582,0.72830687885715,0.765916109085083,5,18,2,200,60
0.9772,0.996679645999575,0.10637068003416061,0.7114,0.7807209545825748,0.8522897362709045,5,18,2,200,60
0.9896,0.99906430787343,0.03977334499359131,0.8608,0.9276083418041099,0.4747675359249115,5,19,2,200,60
0.9734,0.9951252417818955,0.10539914667606354,0.6948,0.7758982430422254,0.959470272064209,5,19,2,200,60
0.993,0.9992238398758143,0.03552677482366562,0.7576,0.8355407736865237,0.992434561252594,5,19,2,200,60
0.9856,0.9981745809233386,0.10047560930252075,0.612,0.6539735470259447,1.197509765625,5,20,2,200,60
0.9908,0.9988820084485407,0.03382992744445801,0.7616,0.8175210413466462,1.0279484987258911,5,20,2,200,60
0.997,0.9996299653780755,0.04017975553870201,0.67,0.7308314223413844,1.5038492679595947,5,20,2,200,60
0.9976,0.9999895992661242,0.020634248852729797,0.7878,0.8542209138276797,0.9806917309761047,6,15,2,200,60
0.99,0.999274870602323,0.06388621777296066,0.658,0.7133803654095358,1.242937684059143,6,15,2,200,60
0.9388,0.9852666866686668,0.1969703733921051,0.6744,0.7541622962296228,0.739302396774292,6,15,2,200,60
0.9914,0.9995636397850426,0.03625626116991043,0.713,0.7735035260849641,1.3353557586669922,6,16,2,200,60
0.9694,0.9939180177205014,0.1536756008863449,0.651,0.711211682807632,0.8706623911857605,6,16,2,200,60
0.995,0.9998140757163044,0.02630108967423439,0.7218,0.7900608430018229,1.314376950263977,6,16,2,200,60
0.9746,0.9966609271351512,0.1043148934841156,0.6746,0.7345320265698547,0.9755205512046814,6,17,2,200,60
